date,state,district,pincode,age_0_5,age_5_17,age_18_greater,clean_0_5,clean_5_17,clean_18_plus,mbu_due_5,mbu_due_15,total_pending_mbu,demand_score
24-09-2025,West Bengal,Kolkata,700075,0,1,0,0,1,0,0.0,0.0,0.0,0.04
24-09-2025,West Bengal,Kolkata,700086,0,1,0,0,1,0,0.0,0.0,0.0,0.04
24-09-2025,West Bengal,Malda,732122,2,2,0,2,2,0,0.0,0.0,0.0,0.15
24-09-2025,West Bengal,Malda,732123,23,13,0,23,13,0,3.0,1.0,4.0,1.48
24-09-2025,West Bengal,Malda,732125,25,8,0,25,8,0,4.0,1.0,5.0,1.4
24-09-2025,West Bengal,Malda,732128,2,3,0,2,3,0,0.0,0.0,0.0,0.18
24-09-2025,West Bengal,Malda,732205,3,0,0,3,0,0,0.0,0.0,0.0,0.11
24-09-2025,West Bengal,Malda,732215,1,0,0,1,0,0,0.0,0.0,0.0,0.04
24-09-2025,West Bengal,Maldah,732126,3,2,0,3,2,0,0.0,0.0,0.0,0.18
24-09-2025,West Bengal,Maldah,732127,2,0,0,2,0,0,0.0,0.0,0.0,0.07
24-09-2025,West Bengal,Maldah,732201,2,3,0,2,3,0,0.0,0.0,0.0,0.18
24-09-2025,West Bengal,Murshidabad,731221,0,1,0,0,1,0,0.0,0.0,0.0,0.04
24-09-2025,West Bengal,Murshidabad,741156,6,2,0,6,2,0,1.0,0.0,1.0,0.33
24-09-2025,West Bengal,Murshidabad,742102,9,1,0,9,1,0,1.0,0.0,1.0,0.41
24-09-2025,West Bengal,Murshidabad,742122,3,0,0,3,0,0,0.0,0.0,0.0,0.11
24-09-2025,West Bengal,Murshidabad,742123,5,2,0,5,2,0,1.0,0.0,1.0,0.3
24-09-2025,West Bengal,Murshidabad,742140,5,0,0,5,0,0,1.0,0.0,1.0,0.22
24-09-2025,West Bengal,Murshidabad,742149,3,1,0,3,1,0,0.0,0.0,0.0,0.15
24-09-2025,West Bengal,Murshidabad,742165,4,0,0,4,0,0,1.0,0.0,1.0,0.18
24-09-2025,West Bengal,Murshidabad,742171,2,0,0,2,0,0,0.0,0.0,0.0,0.07
24-09-2025,West Bengal,Murshidabad,742181,7,0,0,7,0,0,1.0,0.0,1.0,0.3
24-09-2025,West Bengal,Murshidabad,742190,1,0,0,1,0,0,0.0,0.0,0.0,0.04
24-09-2025,West Bengal,Murshidabad,742201,7,2,0,7,2,0,1.0,0.0,1.0,0.37
24-09-2025,West Bengal,Murshidabad,742235,3,1,0,3,1,0,0.0,0.0,0.0,0.15
24-09-2025,West Bengal,Murshidabad,742301,5,0,0,5,0,0,1.0,0.0,1.0,0.22
24-09-2025,West Bengal,Murshidabad,742306,4,1,0,4,1,0,1.0,0.0,1.0,0.22
24-09-2025,West Bengal,Nadia,713130,2,0,0,2,0,0,0.0,0.0,0.0,0.07
24-09-2025,West Bengal,Nadia,741103,4,0,0,4,0,0,1.0,0.0,1.0,0.18
24-09-2025,West Bengal,Nadia,741121,2,0,0,2,0,0,0.0,0.0,0.0,0.07
24-09-2025,West Bengal,Nadia,741160,7,0,0,7,0,0,1.0,0.0,1.0,0.3
24-09-2025,West Bengal,Nadia,741165,4,1,0,4,1,0,1.0,0.0,1.0,0.22
24-09-2025,West Bengal,Nadia,741166,1,0,0,1,0,0,0.0,0.0,0.0,0.04
24-09-2025,West Bengal,Nadia,741167,2,0,0,2,0,0,0.0,0.0,0.0,0.07
24-09-2025,West Bengal,Nadia,741222,3,0,0,3,0,0,0.0,0.0,0.0,0.11
24-09-2025,West Bengal,Nadia,741235,2,1,0,2,1,0,0.0,0.0,0.0,0.11
24-09-2025,West Bengal,Nadia,741255,1,0,0,1,0,0,0.0,0.0,0.0,0.04
24-09-2025,West Bengal,Nadia,741301,1,0,0,1,0,0,0.0,0.0,0.0,0.04
24-09-2025,West Bengal,North 24 Parganas,700028,4,0,0,4,0,0,1.0,0.0,1.0,0.18
24-09-2025,West Bengal,North 24 Parganas,700035,2,0,0,2,0,0,0.0,0.0,0.0,0.07
24-09-2025,West Bengal,North 24 Parganas,700052,1,0,0,1,0,0,0.0,0.0,0.0,0.04
24-09-2025,West Bengal,North 24 Parganas,700055,0,2,0,0,2,0,0.0,0.0,0.0,0.07
24-09-2025,West Bengal,North 24 Parganas,700120,1,0,0,1,0,0,0.0,0.0,0.0,0.04
24-09-2025,West Bengal,North 24 Parganas,743135,2,1,0,2,1,0,0.0,0.0,0.0,0.11
24-09-2025,West Bengal,North 24 Parganas,743145,0,2,0,0,2,0,0.0,0.0,0.0,0.07
24-09-2025,West Bengal,North 24 Parganas,743166,3,3,0,3,3,0,0.0,0.0,0.0,0.22
24-09-2025,West Bengal,North 24 Parganas,743246,1,0,0,1,0,0,0.0,0.0,0.0,0.04
24-09-2025,West Bengal,North 24 Parganas,743263,6,1,0,6,1,0,1.0,0.0,1.0,0.3
24-09-2025,West Bengal,North 24 Parganas,743287,4,0,0,4,0,0,1.0,0.0,1.0,0.18
24-09-2025,West Bengal,North 24 Parganas,743290,1,0,0,1,0,0,0.0,0.0,0.0,0.04
24-09-2025,West Bengal,North 24 Parganas,743292,5,0,0,5,0,0,1.0,0.0,1.0,0.22
24-09-2025,West Bengal,North 24 Parganas,743293,3,2,0,3,2,0,0.0,0.0,0.0,0.18
24-09-2025,West Bengal,North 24 Parganas,743405,2,0,0,2,0,0,0.0,0.0,0.0,0.07
24-09-2025,West Bengal,North 24 Parganas,743423,12,7,0,12,7,0,2.0,1.0,3.0,0.81
24-09-2025,West Bengal,North 24 Parganas,743438,1,0,0,1,0,0,0.0,0.0,0.0,0.04
24-09-2025,West Bengal,North Dinajpur,733215,1,1,0,1,1,0,0.0,0.0,0.0,0.07
24-09-2025,West Bengal,North Twenty Four Parganas,700125,1,0,0,1,0,0,0.0,0.0,0.0,0.04
24-09-2025,West Bengal,North Twenty Four Parganas,743126,3,3,0,3,3,0,0.0,0.0,0.0,0.22
24-09-2025,West Bengal,North Twenty Four Parganas,743221,0,2,0,0,2,0,0.0,0.0,0.0,0.07
24-09-2025,West Bengal,Paschim Bardhaman,713144,0,1,0,0,1,0,0.0,0.0,0.0,0.04
24-09-2025,West Bengal,Paschim Bardhaman,713210,1,0,0,1,0,0,0.0,0.0,0.0,0.04
24-09-2025,West Bengal,Paschim Bardhaman,713323,1,0,0,1,0,0,0.0,0.0,0.0,0.04
24-09-2025,West Bengal,Paschim Bardhaman,713338,0,1,0,0,1,0,0.0,0.0,0.0,0.04
24-09-2025,West Bengal,Paschim Bardhaman,713384,0,1,0,0,1,0,0.0,0.0,0.0,0.04
24-09-2025,West Bengal,Paschim Medinipur,721126,6,2,0,6,2,0,1.0,0.0,1.0,0.33
24-09-2025,West Bengal,Paschim Medinipur,721129,3,0,0,3,0,0,0.0,0.0,0.0,0.11
24-09-2025,West Bengal,Paschim Medinipur,721147,2,3,0,2,3,0,0.0,0.0,0.0,0.18
24-09-2025,West Bengal,Paschim Medinipur,721160,1,0,0,1,0,0,0.0,0.0,0.0,0.04
24-09-2025,West Bengal,Paschim Medinipur,721212,5,2,0,5,2,0,1.0,0.0,1.0,0.3
24-09-2025,West Bengal,Paschim Medinipur,721253,3,2,0,3,2,0,0.0,0.0,0.0,0.18
24-09-2025,West Bengal,Paschim Medinipur,721424,4,0,0,4,0,0,1.0,0.0,1.0,0.18
24-09-2025,West Bengal,Paschim Medinipur,721426,1,0,0,1,0,0,0.0,0.0,0.0,0.04
24-09-2025,West Bengal,Paschim Medinipur,721436,0,1,0,0,1,0,0.0,0.0,0.0,0.04
24-09-2025,West Bengal,Paschim Medinipur,721437,4,0,0,4,0,0,1.0,0.0,1.0,0.18
24-09-2025,West Bengal,Paschim Medinipur,721467,1,0,0,1,0,0,0.0,0.0,0.0,0.04
24-09-2025,West Bengal,Paschim Medinipur,721513,2,0,0,2,0,0,0.0,0.0,0.0,0.07
24-09-2025,West Bengal,Paschim Medinipur,721516,1,0,0,1,0,0,0.0,0.0,0.0,0.04
24-09-2025,West Bengal,Purba Bardhaman,712402,1,0,0,1,0,0,0.0,0.0,0.0,0.04
24-09-2025,West Bengal,Purba Bardhaman,713125,1,0,0,1,0,0,0.0,0.0,0.0,0.04
24-09-2025,West Bengal,Purba Bardhaman,713142,2,0,0,2,0,0,0.0,0.0,0.0,0.07
24-09-2025,West Bengal,Purba Bardhaman,713513,1,0,0,1,0,0,0.0,0.0,0.0,0.04
24-09-2025,West Bengal,Purba Medinipur,721130,2,0,0,2,0,0,0.0,0.0,0.0,0.07
24-09-2025,West Bengal,Purba Medinipur,721158,2,0,0,2,0,0,0.0,0.0,0.0,0.07
24-09-2025,West Bengal,Purba Medinipur,721168,1,0,0,1,0,0,0.0,0.0,0.0,0.04
24-09-2025,West Bengal,Purba Medinipur,721431,3,1,0,3,1,0,0.0,0.0,0.0,0.15
24-09-2025,West Bengal,Purba Medinipur,721433,1,1,0,1,1,0,0.0,0.0,0.0,0.07
24-09-2025,West Bengal,Purba Medinipur,721448,10,1,0,10,1,0,2.0,0.0,2.0,0.48
24-09-2025,West Bengal,Purba Medinipur,721455,1,0,0,1,0,0,0.0,0.0,0.0,0.04
24-09-2025,West Bengal,Purba Medinipur,721644,1,0,0,1,0,0,0.0,0.0,0.0,0.04
24-09-2025,West Bengal,Purba Medinipur,721645,1,0,0,1,0,0,0.0,0.0,0.0,0.04
24-09-2025,West Bengal,Purba Medinipur,721655,1,0,0,1,0,0,0.0,0.0,0.0,0.04
24-09-2025,West Bengal,Purulia,723121,2,1,0,2,1,0,0.0,0.0,0.0,0.11
24-09-2025,West Bengal,Puruliya,723121,7,3,0,7,3,0,1.0,0.0,1.0,0.41
24-09-2025,West Bengal,Puruliya,723126,2,2,0,2,2,0,0.0,0.0,0.0,0.15
24-09-2025,West Bengal,Puruliya,723129,4,5,0,4,5,0,1.0,0.0,1.0,0.37
24-09-2025,West Bengal,Puruliya,723130,4,1,0,4,1,0,1.0,0.0,1.0,0.22
24-09-2025,West Bengal,Puruliya,723131,2,4,0,2,4,0,0.0,0.0,0.0,0.22
24-09-2025,West Bengal,Puruliya,723142,1,1,0,1,1,0,0.0,0.0,0.0,0.07
24-09-2025,West Bengal,Puruliya,723143,4,1,0,4,1,0,1.0,0.0,1.0,0.22
24-09-2025,West Bengal,Puruliya,723151,6,3,0,6,3,0,1.0,0.0,1.0,0.37
24-09-2025,West Bengal,South 24 Parganas,700135,12,2,0,12,2,0,2.0,0.0,2.0,0.59
24-09-2025,West Bengal,South 24 Parganas,700142,3,2,0,3,2,0,0.0,0.0,0.0,0.18
24-09-2025,West Bengal,South 24 Parganas,700152,1,0,0,1,0,0,0.0,0.0,0.0,0.04
24-09-2025,West Bengal,South 24 Parganas,700153,0,1,0,0,1,0,0.0,0.0,0.0,0.04
24-09-2025,West Bengal,South 24 Parganas,743329,16,4,0,16,4,0,2.0,0.0,2.0,0.81
24-09-2025,West Bengal,South 24 Parganas,743338,7,2,0,7,2,0,1.0,0.0,1.0,0.37
24-09-2025,West Bengal,South 24 Parganas,743345,3,0,0,3,0,0,0.0,0.0,0.0,0.11
24-09-2025,West Bengal,South 24 Parganas,743391,1,1,0,1,1,0,0.0,0.0,0.0,0.07
24-09-2025,West Bengal,South 24 Parganas,743398,1,0,0,1,0,0,0.0,0.0,0.0,0.04
24-09-2025,West Bengal,South 24 Parganas,743503,15,4,0,15,4,0,2.0,0.0,2.0,0.78
24-09-2025,West Bengal,South Twenty Four Parganas,743312,4,0,0,4,0,0,1.0,0.0,1.0,0.18
24-09-2025,West Bengal,South Twenty Four Parganas,743330,1,0,0,1,0,0,0.0,0.0,0.0,0.04
24-09-2025,West Bengal,South Twenty Four Parganas,743332,0,1,0,0,1,0,0.0,0.0,0.0,0.04
24-09-2025,West Bengal,South Twenty Four Parganas,743398,1,0,0,1,0,0,0.0,0.0,0.0,0.04
24-09-2025,West Bengal,Uttar Dinajpur,733123,2,0,0,2,0,0,0.0,0.0,0.0,0.07
24-09-2025,West Bengal,Uttar Dinajpur,733211,5,1,0,5,1,0,1.0,0.0,1.0,0.26
24-09-2025,West Bengal,Uttar Dinajpur,733212,3,0,0,3,0,0,0.0,0.0,0.0,0.11
24-09-2025,West Bengal,Uttar Dinajpur,733216,1,2,0,1,2,0,0.0,0.0,0.0,0.11
24-09-2025,West Bengal,West Midnapore,721149,0,1,0,0,1,0,0.0,0.0,0.0,0.04
24-09-2025,West Bengal,West Midnapore,721150,1,0,0,1,0,0,0.0,0.0,0.0,0.04
24-09-2025,West Bengal,West Midnapore,721301,2,2,0,2,2,0,0.0,0.0,0.0,0.15
24-09-2025,West Bengal,West Midnapore,721306,2,0,0,2,0,0,0.0,0.0,0.0,0.07
24-09-2025,West Bengal,West Midnapore,721436,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Alipurduar,735213,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Alipurduar,736122,2,1,0,2,1,0,0.0,0.0,0.0,0.11
23-09-2025,West Bengal,Bankura,722137,2,1,0,2,1,0,0.0,0.0,0.0,0.11
23-09-2025,West Bengal,Bankura,722150,2,0,0,2,0,0,0.0,0.0,0.0,0.07
23-09-2025,West Bengal,Bankura,722153,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Bankura,722154,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Bankura,722158,1,1,0,1,1,0,0.0,0.0,0.0,0.07
23-09-2025,West Bengal,Bankura,722160,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Bankura,722207,7,3,0,7,3,0,1.0,0.0,1.0,0.41
23-09-2025,West Bengal,Barddhaman,713103,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Barddhaman,713302,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Barddhaman,713326,2,0,0,2,0,0,0.0,0.0,0.0,0.07
23-09-2025,West Bengal,Barddhaman,713359,4,0,0,4,0,0,1.0,0.0,1.0,0.18
23-09-2025,West Bengal,Barddhaman,713409,0,1,0,0,1,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Barddhaman,713515,2,0,0,2,0,0,0.0,0.0,0.0,0.07
23-09-2025,West Bengal,Barddhaman,713519,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Bardhaman,713143,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Bardhaman,713149,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Bardhaman,713339,3,0,0,3,0,0,0.0,0.0,0.0,0.11
23-09-2025,West Bengal,Bardhaman,713424,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Bardhaman,713515,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Birbhum,731103,0,1,0,0,1,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Birbhum,731124,7,0,0,7,0,0,1.0,0.0,1.0,0.3
23-09-2025,West Bengal,Birbhum,731213,5,0,0,5,0,0,1.0,0.0,1.0,0.22
23-09-2025,West Bengal,Birbhum,731219,4,3,0,4,3,0,1.0,0.0,1.0,0.3
23-09-2025,West Bengal,Birbhum,731221,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Birbhum,731222,12,1,0,12,1,0,2.0,0.0,2.0,0.55
23-09-2025,West Bengal,Birbhum,731224,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Birbhum,731234,5,0,0,5,0,0,1.0,0.0,1.0,0.22
23-09-2025,West Bengal,Birbhum,731238,3,0,0,3,0,0,0.0,0.0,0.0,0.11
23-09-2025,West Bengal,Cooch Behar,735303,3,3,0,3,3,0,0.0,0.0,0.0,0.22
23-09-2025,West Bengal,Cooch Behar,736132,2,0,0,2,0,0,0.0,0.0,0.0,0.07
23-09-2025,West Bengal,Cooch Behar,736133,1,1,0,1,1,0,0.0,0.0,0.0,0.07
23-09-2025,West Bengal,Cooch Behar,736146,5,0,0,5,0,0,1.0,0.0,1.0,0.22
23-09-2025,West Bengal,Cooch Behar,736158,2,1,0,2,1,0,0.0,0.0,0.0,0.11
23-09-2025,West Bengal,Cooch Behar,736168,2,0,0,2,0,0,0.0,0.0,0.0,0.07
23-09-2025,West Bengal,Cooch Behar,736171,2,1,0,2,1,0,0.0,0.0,0.0,0.11
23-09-2025,West Bengal,Dakshin Dinajpur,733121,5,1,0,5,1,0,1.0,0.0,1.0,0.26
23-09-2025,West Bengal,Dakshin Dinajpur,733127,3,4,0,3,4,0,0.0,0.0,0.0,0.26
23-09-2025,West Bengal,Dakshin Dinajpur,733132,5,3,0,5,3,0,1.0,0.0,1.0,0.33
23-09-2025,West Bengal,Dakshin Dinajpur,733141,2,2,0,2,2,0,0.0,0.0,0.0,0.15
23-09-2025,West Bengal,Dakshin Dinajpur,733158,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Darjeeling,734001,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Darjeeling,734009,1,1,0,1,1,0,0.0,0.0,0.0,0.07
23-09-2025,West Bengal,Darjeeling,734013,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Darjeeling,734102,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Darjeeling,734224,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Darjeeling,734301,2,0,0,2,0,0,0.0,0.0,0.0,0.07
23-09-2025,West Bengal,Darjeeling,734316,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,East Midnapore,721427,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Haora,711109,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Haora,711313,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Hooghly,712101,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Hooghly,712102,1,1,0,1,1,0,0.0,0.0,0.0,0.07
23-09-2025,West Bengal,Hooghly,712122,2,1,0,2,1,0,0.0,0.0,0.0,0.11
23-09-2025,West Bengal,Hooghly,712146,1,1,0,1,1,0,0.0,0.0,0.0,0.07
23-09-2025,West Bengal,Hooghly,712203,2,1,0,2,1,0,0.0,0.0,0.0,0.11
23-09-2025,West Bengal,Hooghly,712248,2,1,0,2,1,0,0.0,0.0,0.0,0.11
23-09-2025,West Bengal,Hooghly,712302,5,2,0,5,2,0,1.0,0.0,1.0,0.3
23-09-2025,West Bengal,Hooghly,712402,1,1,0,1,1,0,0.0,0.0,0.0,0.07
23-09-2025,West Bengal,Hooghly,712412,1,2,0,1,2,0,0.0,0.0,0.0,0.11
23-09-2025,West Bengal,Hooghly,712501,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Hooghly,712601,2,1,0,2,1,0,0.0,0.0,0.0,0.11
23-09-2025,West Bengal,Hooghly,712707,3,0,0,3,0,0,0.0,0.0,0.0,0.11
23-09-2025,West Bengal,Howrah,711204,1,1,0,1,1,0,0.0,0.0,0.0,0.07
23-09-2025,West Bengal,Howrah,711227,0,1,0,0,1,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Howrah,711301,1,1,0,1,1,0,0.0,0.0,0.0,0.07
23-09-2025,West Bengal,Howrah,711326,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Howrah,711401,6,4,0,6,4,0,1.0,0.0,1.0,0.41
23-09-2025,West Bengal,Howrah,711404,1,2,0,1,2,0,0.0,0.0,0.0,0.11
23-09-2025,West Bengal,Howrah,711405,1,2,0,1,2,0,0.0,0.0,0.0,0.11
23-09-2025,West Bengal,Howrah,711410,1,1,0,1,1,0,0.0,0.0,0.0,0.07
23-09-2025,West Bengal,Jalpaiguri,734008,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Jalpaiguri,734015,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Jalpaiguri,734501,1,1,0,1,1,0,0.0,0.0,0.0,0.07
23-09-2025,West Bengal,Jalpaiguri,735132,9,0,0,9,0,0,1.0,0.0,1.0,0.37
23-09-2025,West Bengal,Jalpaiguri,735214,0,1,0,0,1,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Jalpaiguri,735230,2,3,0,2,3,0,0.0,0.0,0.0,0.18
23-09-2025,West Bengal,Jalpaiguri,736121,3,4,0,3,4,0,0.0,0.0,0.0,0.26
23-09-2025,West Bengal,Jalpaiguri,736123,1,2,0,1,2,0,0.0,0.0,0.0,0.11
23-09-2025,West Bengal,Jalpaiguri,736203,0,1,0,0,1,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Jalpaiguri,736206,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Jhargram,721507,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Kalimpong,734503,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Koch Bihar,736101,0,1,0,0,1,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Koch Bihar,736145,0,1,0,0,1,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Koch Bihar,736160,0,1,0,0,1,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Koch Bihar,736170,1,1,0,1,1,0,0.0,0.0,0.0,0.07
23-09-2025,West Bengal,Koch Bihar,736179,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Kolkata,700033,1,2,0,1,2,0,0.0,0.0,0.0,0.11
23-09-2025,West Bengal,Kolkata,700034,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Kolkata,700044,1,1,0,1,1,0,0.0,0.0,0.0,0.07
23-09-2025,West Bengal,Kolkata,700074,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Malda,732121,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Malda,732126,8,1,0,8,1,0,1.0,0.0,1.0,0.37
23-09-2025,West Bengal,Malda,732128,7,3,0,7,3,0,1.0,0.0,1.0,0.41
23-09-2025,West Bengal,Malda,732140,15,4,0,15,4,0,2.0,0.0,2.0,0.78
23-09-2025,West Bengal,Malda,732142,1,3,0,1,3,0,0.0,0.0,0.0,0.15
23-09-2025,West Bengal,Malda,732203,10,0,0,10,0,0,2.0,0.0,2.0,0.44
23-09-2025,West Bengal,Malda,732210,2,3,0,2,3,0,0.0,0.0,0.0,0.18
23-09-2025,West Bengal,Malda,732211,1,1,0,1,1,0,0.0,0.0,0.0,0.07
23-09-2025,West Bengal,Murshidabad,741156,6,1,0,6,1,0,1.0,0.0,1.0,0.3
23-09-2025,West Bengal,Murshidabad,742162,3,0,0,3,0,0,0.0,0.0,0.0,0.11
23-09-2025,West Bengal,Murshidabad,742163,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Murshidabad,742164,0,1,0,0,1,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Murshidabad,742171,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Murshidabad,742201,1,3,0,1,3,0,0.0,0.0,0.0,0.15
23-09-2025,West Bengal,Murshidabad,742213,2,0,0,2,0,0,0.0,0.0,0.0,0.07
23-09-2025,West Bengal,Murshidabad,742223,2,3,0,2,3,0,0.0,0.0,0.0,0.18
23-09-2025,West Bengal,Murshidabad,742225,5,0,0,5,0,0,1.0,0.0,1.0,0.22
23-09-2025,West Bengal,Murshidabad,742303,4,3,0,4,3,0,1.0,0.0,1.0,0.3
23-09-2025,West Bengal,Murshidabad,742308,1,2,0,1,2,0,0.0,0.0,0.0,0.11
23-09-2025,West Bengal,Nadia,741121,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Nadia,741125,0,1,0,0,1,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Nadia,741153,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Nadia,741157,1,1,0,1,1,0,0.0,0.0,0.0,0.07
23-09-2025,West Bengal,Nadia,741164,3,0,0,3,0,0,0.0,0.0,0.0,0.11
23-09-2025,West Bengal,Nadia,741202,3,1,0,3,1,0,0.0,0.0,0.0,0.15
23-09-2025,West Bengal,Nadia,741232,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Nadia,741245,2,3,0,2,3,0,0.0,0.0,0.0,0.18
23-09-2025,West Bengal,Nadia,741249,1,2,0,1,2,0,0.0,0.0,0.0,0.11
23-09-2025,West Bengal,Nadia,741301,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Nadia,741503,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,North 24 Parganas,700030,0,1,0,0,1,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,North 24 Parganas,700118,2,0,0,2,0,0,0.0,0.0,0.0,0.07
23-09-2025,West Bengal,North 24 Parganas,700125,3,2,0,3,2,0,0.0,0.0,0.0,0.18
23-09-2025,West Bengal,North 24 Parganas,743126,2,1,0,2,1,0,0.0,0.0,0.0,0.11
23-09-2025,West Bengal,North 24 Parganas,743221,1,2,0,1,2,0,0.0,0.0,0.0,0.11
23-09-2025,West Bengal,North 24 Parganas,743223,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,North 24 Parganas,743235,0,1,0,0,1,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,North 24 Parganas,743247,0,2,0,0,2,0,0.0,0.0,0.0,0.07
23-09-2025,West Bengal,North 24 Parganas,743251,3,1,0,3,1,0,0.0,0.0,0.0,0.15
23-09-2025,West Bengal,North 24 Parganas,743272,2,1,0,2,1,0,0.0,0.0,0.0,0.11
23-09-2025,West Bengal,North 24 Parganas,743286,10,3,0,10,3,0,2.0,0.0,2.0,0.55
23-09-2025,West Bengal,North 24 Parganas,743425,10,4,0,10,4,0,2.0,0.0,2.0,0.59
23-09-2025,West Bengal,North 24 Parganas,743438,6,2,0,6,2,0,1.0,0.0,1.0,0.33
23-09-2025,West Bengal,North 24 Parganas,743456,1,2,0,1,2,0,0.0,0.0,0.0,0.11
23-09-2025,West Bengal,North 24 Parganas,743710,1,1,0,1,1,0,0.0,0.0,0.0,0.07
23-09-2025,West Bengal,North Twenty Four Parganas,700135,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,North Twenty Four Parganas,743126,2,1,0,2,1,0,0.0,0.0,0.0,0.11
23-09-2025,West Bengal,Paschim Bardhaman,713126,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Paschim Bardhaman,713324,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Paschim Bardhaman,713359,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Paschim Bardhaman,713363,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Paschim Bardhaman,713381,0,1,0,0,1,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Paschim Medinipur,721124,1,0,0,1,0,0,0.0,0.0,0.0,0.04
23-09-2025,West Bengal,Paschim Medinipur,721128,1,0,0,1,0,0,0.0,0.0,0.0,0.04
